Age,Workclass,FinalWeight,Education,EducationNum,MaritalStatus,Occupation,Relationship,Race,Sex,Hours-Per-Week,Native Country,Income,age_hours_interaction
29, Private,192010, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,60, Poland, <=50K,1740
34, Federal-gov,419691, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,54, United-States, >50K,1836
28, Local-gov,356089, Bachelors,13, Never-married, Prof-specialty, Other-relative, White, Male,50, United-States, <=50K,1400
34, Private,684015, 5th-6th,3, Never-married, Handlers-cleaners, Own-child, White, Male,40, El-Salvador, <=50K,1360
18, Private,36882, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,20, United-States, <=50K,360
39, Private,203180, Some-college,10, Divorced, Farming-fishing, Unmarried, White, Female,45, United-States, <=50K,1755
34, Private,183811, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K,1360
35, Local-gov,103966, Masters,14, Divorced, Adm-clerical, Unmarried, White, Female,41, United-States, <=50K,1435
24, Private,304602, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K,960
41, Private,57233, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,70, United-States, <=50K,2870
50, State-gov,289207, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States, >50K,2250
68, Private,224019, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,30, United-States, <=50K,2040
35, Private,267966, 11th,7, Never-married, Machine-op-inspct, Not-in-family, White, Male,50, United-States, <=50K,1750
47, Private,214800, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K,1880
43, Local-gov,241528, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,40, United-States, <=50K,1720
35, Private,197365, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States, <=50K,1400
34, Private,296724, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,17, United-States, <=50K,578
26, Private,136226, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K,1040
50, Private,40623, Some-college,10, Divorced, Sales, Not-in-family, White, Female,40, United-States, <=50K,2000
22, Private,264874, HS-grad,9, Never-married, Craft-repair, Own-child, White, Female,40, United-States, <=50K,880
20, Private,112847, HS-grad,9, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,40, United-States, <=50K,800
18, ?,236090, HS-grad,9, Never-married, ?, Own-child, White, Female,40, United-States, <=50K,720
52, Self-emp-not-inc,89028, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,40, United-States, <=50K,2080
71, State-gov,210673, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,28, United-States, <=50K,1988
55, Private,60193, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K,2200
17, Private,216137, 11th,7, Never-married, Sales, Own-child, White, Female,8, United-States, <=50K,136
36, Private,139743, Some-college,10, Widowed, Prof-specialty, Own-child, White, Female,40, United-States, <=50K,1440
25, ?,32276, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,40, United-States, <=50K,1000
39, Local-gov,423605, 12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,40, Nicaragua, >50K,1560
27, Private,298871, Bachelors,13, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,40, Philippines, <=50K,1080
42, Private,318255, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K,1680
22, Private,347867, HS-grad,9, Married-spouse-absent, Sales, Not-in-family, White, Male,40, United-States, <=50K,880
57, Private,279636, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, >50K,2280
34, Private,405386, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,28, United-States, <=50K,952
31, Private,297188, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,60, United-States, <=50K,1860
24, Private,182342, Bachelors,13, Never-married, Sales, Own-child, White, Male,40, United-States, <=50K,960
41, Self-emp-not-inc,229148, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,60, Jamaica, <=50K,2460
30, Private,189620, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Female,40, England, <=50K,1200
17, Private,413557, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,32, United-States, <=50K,544
26, Self-emp-inc,246025, HS-grad,9, Separated, Sales, Unmarried, White, Female,20, Honduras, <=50K,520
32, Private,390997, 1st-4th,2, Never-married, Farming-fishing, Not-in-family, Other, Male,50, Mexico, <=50K,1600
55, Private,102058, 10th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, <=50K,2475
19, Private,247298, 12th,8, Married-spouse-absent, Other-service, Own-child, Other, Female,20, United-States, <=50K,380
28, Private,140108, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,50, United-States, <=50K,1400
55, ?,216941, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,40, United-States, <=50K,2200
49, Private,81654, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States, >50K,2940
23, Private,177526, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States, <=50K,920
43, Private,64631, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1720
40, Private,110028, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1600
41, Private,203761, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K,1640
23, Private,163870, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K,920
59, Federal-gov,117299, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K,2360
20, Private,50648, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,35, United-States, <=50K,700
21, Private,166517, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K,840
28, ?,173800, Bachelors,13, Married-spouse-absent, ?, Not-in-family, Asian-Pac-Islander, Female,10, Taiwan, <=50K,280
44, Self-emp-inc,181762, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, <=50K,2200
31, Self-emp-not-inc,340880, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,48, United-States, <=50K,1488
50, Self-emp-not-inc,114758, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,45, United-States, <=50K,2250
54, Private,138847, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,45, United-States, >50K,2430
28, Private,215014, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States, <=50K,1400
34, Private,183778, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,40, United-States, <=50K,1360
46, Private,273629, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K,1840
28, Self-emp-inc,113870, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, >50K,1680
23, Private,213955, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Male,40, United-States, <=50K,920
29, Private,114982, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, >50K,1160
35, Private,205338, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1400
41, Self-emp-not-inc,57924, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,50, United-States, >50K,2050
90, ?,225063, Some-college,10, Never-married, ?, Own-child, Asian-Pac-Islander, Male,10, South, <=50K,900
35, Self-emp-not-inc,202027, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States, >50K,1925
20, Private,281356, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,40, United-States, <=50K,800
42, Private,30824, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,16, United-States, <=50K,672
56, Private,98809, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,45, United-States, <=50K,2520
31, Private,38223, Bachelors,13, Never-married, Sales, Own-child, White, Male,45, United-States, <=50K,1395
23, Private,172232, HS-grad,9, Never-married, Tech-support, Own-child, White, Male,50, United-States, <=50K,1150
60, Private,140544, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K,2400
28, Private,221366, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K,1120
32, Private,180799, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States, >50K,1920
36, Private,111499, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States, >50K,1440
44, Self-emp-not-inc,155930, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, <=50K,2640
34, Private,201122, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,48, United-States, >50K,1632
27, Private,101709, HS-grad,9, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,40, United-States, <=50K,1080
49, Private,140121, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Male,50, United-States, <=50K,2450
48, Private,172709, HS-grad,9, Divorced, Other-service, Unmarried, Black, Female,40, United-States, <=50K,1920
47, Private,120131, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, >50K,2350
34, Private,117444, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,65, United-States, >50K,2210
27, Private,256764, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Male,40, United-States, <=50K,1080
31, Local-gov,176185, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, ?, <=50K,1240
24, Private,223811, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,960
24, Private,201603, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,30, United-States, <=50K,720
25, Private,138765, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K,1000
36, Private,133974, Assoc-voc,11, Divorced, Sales, Unmarried, White, Female,40, United-States, <=50K,1440
38, Federal-gov,137953, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,45, United-States, <=50K,1710
57, Private,103403, 5th-6th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K,2280
24, Private,461678, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,50, United-States, >50K,1200
41, State-gov,70884, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, <=50K,1640
56, State-gov,466498, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Black, Male,60, United-States, >50K,3360
19, Private,148644, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K,760
44, Private,190739, HS-grad,9, Never-married, Other-service, Other-relative, Black, Male,32, United-States, <=50K,1408
34, Private,299507, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Female,40, United-States, <=50K,1360
25, Private,211424, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,40, United-States, <=50K,1000
27, State-gov,106721, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, <=50K,1080
22, Private,192017, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K,880
59, Private,530099, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,55, United-States, >50K,3245
34, Private,119153, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States, <=50K,1700
30, Private,202450, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,65, United-States, >50K,1950
21, Private,50341, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,38, United-States, <=50K,798
24, Private,140001, Some-college,10, Never-married, Handlers-cleaners, Other-relative, White, Male,40, Italy, <=50K,960
19, ?,220517, Some-college,10, Never-married, ?, Own-child, White, Female,15, United-States, <=50K,285
82, ?,52921, Some-college,10, Widowed, ?, Not-in-family, Amer-Indian-Eskimo, Male,3, United-States, <=50K,246
35, Private,31964, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, >50K,1750
32, Private,148207, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1280
45, Private,151627, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,45, United-States, <=50K,2025
30, Private,402539, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K,1200
28, Self-emp-not-inc,188278, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,55, United-States, <=50K,1540
28, Self-emp-not-inc,96219, Bachelors,13, Married-civ-spouse, Sales, Wife, White, Female,5, United-States, <=50K,140
29, Private,340534, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,44, United-States, <=50K,1276
60, Private,160339, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Columbia, <=50K,2400
28, Private,120135, Assoc-voc,11, Never-married, Sales, Not-in-family, White, Female,40, United-States, <=50K,1120
38, Federal-gov,303817, Some-college,10, Divorced, Exec-managerial, Not-in-family, Black, Female,40, United-States, <=50K,1520
31, Private,181091, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, >50K,1550
28, Private,200515, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,35, United-States, >50K,980
42, Private,160893, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,23, United-States, <=50K,966
40, Local-gov,183096, 9th,5, Married-civ-spouse, Other-service, Wife, White, Female,40, Yugoslavia, >50K,1600
24, Private,241367, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K,960
37, Self-emp-inc,342084, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, >50K,2220
36, Private,193855, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1440
39, Private,80410, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States, <=50K,1560
22, Private,554317, 9th,5, Married-spouse-absent, Other-service, Other-relative, White, Male,35, Mexico, <=50K,770
46, Private,85109, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K,1840
28, Private,108569, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,43, United-States, <=50K,1204
34, Private,120959, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K,1360
42, Private,222011, Some-college,10, Divorced, Sales, Unmarried, White, Female,43, United-States, <=50K,1806
43, Private,238530, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1720
35, Private,48404, HS-grad,9, Never-married, Sales, Own-child, White, Female,40, United-States, <=50K,1400
60, Private,88055, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,16, United-States, <=50K,960
33, Private,238381, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,40, United-States, >50K,1320
22, Private,243923, HS-grad,9, Married-civ-spouse, Transport-moving, Other-relative, White, Male,80, United-States, <=50K,1760
39, Private,305597, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1560
33, Private,141841, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,40, United-States, >50K,1320
39, Private,129764, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1560
37, Self-emp-not-inc,150993, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,45, United-States, <=50K,1665
63, Self-emp-not-inc,147140, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, United-States, >50K,3780
46, State-gov,30219, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,38, United-States, >50K,1748
48, Private,167967, HS-grad,9, Separated, Machine-op-inspct, Unmarried, Black, Female,40, United-States, <=50K,1920
33, Private,133278, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Female,40, United-States, <=50K,1320
65, Private,172510, Some-college,10, Widowed, Prof-specialty, Not-in-family, White, Female,20, Hungary, <=50K,1300
39, Private,192251, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, >50K,1560
43, Private,210844, Bachelors,13, Divorced, Exec-managerial, Not-in-family, Black, Female,40, United-States, >50K,1720
28, Private,263015, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1120
50, Self-emp-not-inc,155118, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,35, United-States, >50K,1750
24, State-gov,232918, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,20, United-States, <=50K,480
48, Private,143542, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,40, United-States, <=50K,1920
35, Private,45607, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K,1400
62, Private,29828, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K,2480
42, Self-emp-not-inc,104118, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States, <=50K,1680
60, Private,191446, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K,2400
50, Private,27484, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K,2500
40, Private,205987, Prof-school,15, Never-married, Exec-managerial, Not-in-family, White, Female,40, Cuba, <=50K,1600
39, Local-gov,143385, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1560
43, ?,200508, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,40, United-States, <=50K,1720
43, Local-gov,186995, HS-grad,9, Divorced, Protective-serv, Unmarried, White, Female,40, United-States, <=50K,1720
35, Private,54159, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,38, United-States, <=50K,1330
39, Private,113481, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, >50K,1755
30, Local-gov,235271, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, >50K,1200
32, Private,349365, Some-college,10, Married-civ-spouse, Sales, Husband, Black, Male,65, United-States, <=50K,2080
18, Private,283637, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K,720
37, Private,70282, Assoc-acdm,12, Never-married, Sales, Unmarried, Black, Female,40, United-States, <=50K,1480
26, Private,166051, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K,1040
51, Private,193720, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,42, United-States, <=50K,2142
35, ?,124836, Some-college,10, Divorced, ?, Not-in-family, Amer-Indian-Eskimo, Female,36, United-States, <=50K,1260
33, Private,236379, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,45, United-States, <=50K,1485
46, Private,122026, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,44, United-States, >50K,2024
40, Private,114537, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K,2000
34, Private,191834, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,48, United-States, <=50K,1632
29, Private,420054, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K,1160
47, Self-emp-not-inc,160045, Some-college,10, Widowed, Other-service, Unmarried, White, Female,35, United-States, <=50K,1645
34, Private,303187, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,40, ?, >50K,1360
45, Private,190088, HS-grad,9, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,30, United-States, <=50K,1350
53, Private,126977, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,35, United-States, <=50K,1855
52, Self-emp-not-inc,63004, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,40, Philippines, <=50K,2080
64, Private,391121, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States, >50K,2560
42, Private,211450, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,45, United-States, >50K,1890
44, Private,156413, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,44, United-States, >50K,1936
41, Private,116797, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, >50K,2050
53, Local-gov,204447, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,43, United-States, >50K,2279
25, Private,66935, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,35, United-States, <=50K,875
20, Private,344278, 11th,7, Separated, Other-service, Own-child, White, Female,40, United-States, <=50K,800
29, Private,108574, Assoc-voc,11, Never-married, Priv-house-serv, Own-child, White, Female,40, United-States, <=50K,1160
56, Private,244605, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,2240
45, Private,363677, Doctorate,16, Married-civ-spouse, Prof-specialty, Wife, White, Female,30, United-States, >50K,1350
56, Private,219762, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,35, United-States, <=50K,1960
38, Self-emp-inc,269318, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K,1520
62, Private,77884, HS-grad,9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,40, Philippines, <=50K,2480
28, Self-emp-not-inc,70100, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,60, United-States, <=50K,1680
31, Private,213643, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K,1240
24, Private,69640, Bachelors,13, Never-married, Sales, Own-child, White, Male,40, United-States, <=50K,960
65, Private,170012, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,34, United-States, <=50K,2210
40, Private,329924, HS-grad,9, Separated, Handlers-cleaners, Not-in-family, Black, Male,30, United-States, <=50K,1200
31, Private,193285, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K,1240
35, Private,261241, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,60, United-States, <=50K,2100
42, Federal-gov,108183, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,40, South, >50K,1680
20, Private,296618, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,30, United-States, <=50K,600
30, Local-gov,257796, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K,1200
25, Private,155320, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,45, United-States, <=50K,1125
22, Private,151888, HS-grad,9, Never-married, Other-service, Own-child, White, Male,40, United-States, <=50K,880
65, ?,143118, HS-grad,9, Widowed, ?, Unmarried, White, Female,10, United-States, <=50K,650
31, Private,66278, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States, <=50K,1240
56, Private,92444, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male,50, United-States, >50K,2800
51, Private,229272, HS-grad,9, Divorced, Other-service, Other-relative, Black, Male,32, Haiti, <=50K,1632
36, Self-emp-not-inc,207202, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, United-States, <=50K,2160
44, State-gov,154176, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Female,40, United-States, <=50K,1760
49, Private,180899, Masters,14, Divorced, Exec-managerial, Unmarried, White, Male,45, United-States, >50K,2205
28, Private,205337, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1120
57, Private,180779, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K,2280
33, Self-emp-not-inc,343021, Some-college,10, Never-married, Sales, Not-in-family, White, Male,65, United-States, <=50K,2145
49, Private,176814, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, >50K,1960
74, State-gov,88638, Doctorate,16, Never-married, Prof-specialty, Other-relative, White, Female,20, United-States, >50K,1480
48, Private,248059, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, <=50K,2160
38, Private,409604, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K,1520
39, Private,185053, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,40, United-States, <=50K,1560
46, Private,332884, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,65, United-States, >50K,2990
56, Private,212864, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K,2240
27, Private,66473, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K,1080
17, Private,285169, 11th,7, Never-married, Priv-house-serv, Own-child, White, Female,40, United-States, <=50K,680
28, Private,175431, 9th,5, Divorced, Prof-specialty, Not-in-family, Black, Female,40, United-States, <=50K,1120
18, ?,152641, 10th,6, Never-married, ?, Own-child, White, Male,40, United-States, <=50K,720
42, Private,339346, Masters,14, Divorced, Adm-clerical, Not-in-family, White, Female,25, United-States, <=50K,1050
39, Private,287306, Some-college,10, Separated, Adm-clerical, Unmarried, Black, Female,40, United-States, <=50K,1560
29, Self-emp-not-inc,70604, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States, <=50K,1160
21, Private,88926, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,10, United-States, <=50K,210
36, Private,91275, Some-college,10, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,40, United-States, <=50K,1440
56, Private,244554, 10th,6, Widowed, Machine-op-inspct, Unmarried, Black, Female,40, United-States, <=50K,2240
49, Private,232586, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1960
47, Self-emp-inc,127678, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,80, United-States, <=50K,3760
44, Private,162184, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K,1760
40, Private,408229, 1st-4th,2, Never-married, Other-service, Not-in-family, White, Male,45, El-Salvador, <=50K,1800
43, State-gov,139734, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K,1720
62, Private,197286, 12th,8, Married-civ-spouse, Farming-fishing, Husband, White, Male,48, Germany, <=50K,2976
52, Private,229983, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,30, United-States, >50K,1560
25, Private,252803, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,40, United-States, <=50K,1000
63, Self-emp-inc,110890, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,70, United-States, >50K,4410
51, Private,160724, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99, South, <=50K,5049
25, Private,89625, HS-grad,9, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,40, United-States, <=50K,1000
62, ?,266037, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,40, United-States, <=50K,2480
27, Private,126730, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,40, United-States, <=50K,1080
48, Federal-gov,96854, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,30, United-States, <=50K,1440
32, Private,186788, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K,1280
36, Private,28996, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,45, United-States, <=50K,1620
30, Self-emp-not-inc,347166, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K,1200
